,avgLearningHours,tagline,name,partnerLogos,isPartOfCourseraPlus,productDurationEnum,subtitleLanguage,productDifficultyLevel,enrollments,partners,language,entityType,numProductRatings,allLanguageCodes,avgProductRating,skills,imageUrl,isCourseFree,objectUrl,objectID,_snippetResult.description.value,_highlightResult.name.value
10,,,IBM Data Engineering,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'Korean', 'Persian']",Beginner,528899,['IBM'],English,PROFESSIONAL CERTIFICATE,33366,"['ar', 'en', 'ko', 'fa']",4.606965174,"['Apache', 'Big Data', 'Cloud Computing', 'Cloud Engineering', 'Computational Logic', 'Computational Thinking', 'Computer Architecture', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Data Architecture', 'Data Management', 'Data Warehousing', 'Database Administration', 'Database Application', 'Database Design', 'Database Theory', 'Databases', 'DevOps', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'Hardware Design', 'IBM Cloud', 'Kubernetes', 'Machine Learning', 'Machine Learning Algorithms', 'Mathematical Theory & Analysis', 'Mathematics', 'Network Architecture', 'Network Security', 'NoSQL', 'PostgreSQL', 'Probability & Statistics', 'Programming Principles', 'Project Management', 'Python Programming', 'Regression', 'SQL', 'Security Engineering', 'Security Strategy', 'Software Architecture', 'Software Engineering', 'Statistical Programming', 'Strategy and Operations', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/1b/67a18a33de439c974816ebfd42e7b2/unnamed.png,FALSE,/professional-certificates/ibm-data-engineer,s12n~4ZGJDStjEeupVg7HH9ybXQ,"This Professional Certificate is for anyone who wants to develop job-ready skills, tools, and a portfolio for an entry",IBM Data Engineering
11,,,IBM DevOps and Software Engineering,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,504195,['IBM'],English,PROFESSIONAL CERTIFICATE,28780,"['ar', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'vi']",4.61766852,"['Agile Software Development', 'Application Development', 'BlockChain', 'Cloud Computing', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'Communication', 'Computational Logic', 'Computer Architecture', 'Computer Graphics', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Continuous Delivery', 'Continuous Integration', 'Cryptography', 'Data Management', 'Design and Product', 'DevOps', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'Finance', 'Full-Stack Web Development', 'Github', 'Human Computer Interaction', 'Interactive Design', 'Kubernetes', 'Leadership and Management', 'Mathematical Theory & Analysis', 'Mathematics', 'Network Architecture', 'Network Security', 'Operating Systems', 'Product Design', 'Programming Principles', 'Project Management', 'Python Programming', 'Security Engineering', 'Software', 'Software Architecture', 'Software As A Service', 'Software Engineering', 'Software Engineering Tools', 'Software Framework', 'Software Testing', 'Statistical Programming', 'Strategy and Operations', 'System Programming', 'Systems Design', 'Theoretical Computer Science', 'Web Development']",https://d15cw65ipctsrr.cloudfront.net/64/e9c91436254d768b5ddb328579b536/DevOps_PC_Image_Final.png,FALSE,/professional-certificates/devops-and-software-engineering,s12n~kxXLY1kfEey5Tg6Gr7s2bQ,"DevOps professionals are in high demand! According to a recent?�GitLab report, DevOps skills are expected to grow 122% over",IBM DevOps and Software Engineering
12,,,IBM Data Analytics with Excel and R,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,222393,['IBM'],English,PROFESSIONAL CERTIFICATE,8354,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.730991142,"['Advertising', 'Analysis', 'Apache', 'Big Data', 'Business Analysis', 'Communication', 'Computer Programming', 'Data Analysis', 'Data Analysis Software', 'Data Management', 'Data Mining', 'Data Visualization', 'Data Visualization Software', 'Data Warehousing', 'Databases', 'Extract, Transform, Load', 'General Statistics', 'Marketing', 'Mathematics', 'Microsoft Excel', 'NoSQL', 'Operating Systems', 'Plot (Graphics)', 'Probability & Statistics', 'R Programming', 'Regression', 'SQL', 'Spreadsheet Software', 'Statistical Analysis', 'Statistical Programming', 'Statistical Visualization', 'System Programming']",https://d15cw65ipctsrr.cloudfront.net/a0/6bda7e8f7245b3ada2915a88e5ad65/DataAnalyticswith-ExcelandR-PC.jpg,FALSE,/professional-certificates/ibm-data-analyst-r-excel,s12n~QQGg65luEeugtw5wj3v7iQ,"This Professional Certificate is intended for anyone who is seeking to develop the job-ready skills, tools, and portfolio for",IBM Data Analytics with Excel and R
13,,"Get ahead w/ Data Analysis & Visualization skills
Offered by IBM",Data Analysis and Visualization Foundations,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,214377,['IBM'],English,SPECIALIZATION,8185,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.738155162,"['Analysis', 'Apache', 'Big Data', 'Business Analysis', 'Computer Programming', 'Data Analysis', 'Data Analysis Software', 'Data Management', 'Data Mining', 'Data Visualization', 'Data Visualization Software', 'Data Warehousing', 'Databases', 'Extract, Transform, Load', 'General Statistics', 'Microsoft Excel', 'NoSQL', 'Operating Systems', 'Plot (Graphics)', 'Spreadsheet Software', 'Statistical Analysis', 'Statistical Visualization', 'System Programming']",https://d15cw65ipctsrr.cloudfront.net/6d/6fb8cc58064b8d85eae4cc5ed61448/Data-Analysis-Foundations-1200X1200.jpg,FALSE,/specializations/data-analysis-visualization-foundations,s12n~zjWaXRMhEeudwgrn4wF8EQ,Deriving insights from data and communicating findings has become an increasingly important part of virtually every profession. This Specialization prepares,Data Analysis and Visualization Foundations
14,,"Build the Foundation for a Data Engineering Career
Offered by IBM",Data Engineering Foundations,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'Korean', 'Persian']",Beginner,512836,['IBM'],English,SPECIALIZATION,33006,"['ar', 'en', 'ko', 'fa']",4.607831909,"['Apache', 'Big Data', 'Computational Logic', 'Computer Architecture', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Data Architecture', 'Data Management', 'Data Warehousing', 'Database Administration', 'Database Application', 'Database Design', 'Databases', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'Mathematical Theory & Analysis', 'Mathematics', 'Network Security', 'PostgreSQL', 'Project Management', 'Python Programming', 'SQL', 'Security Engineering', 'Security Strategy', 'Statistical Programming', 'Strategy and Operations', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/5c/4855219e884cc89ae6b6ffa5ae9f83/IBM-Data-Engineering-Foundations-Specialization.jpg,FALSE,/specializations/data-engineering-foundations,s12n~aDZV7StjEeu8FgroulzDIw,"Data engineering is one of the fastest-growing tech occupations, where the demand for skilled data engineers far outweighs the",Data Engineering Foundations
15,,,IBM Full Stack Software Developer,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,496235,['IBM'],English,PROFESSIONAL CERTIFICATE,28267,"['ar', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'vi']",4.607552977,"['Application Development', 'Back-End Web Development', 'BlockChain', 'Cloud Computing', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'Communication', 'Computational Logic', 'Computer Architecture', 'Computer Graphics', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Continuous Delivery', 'Cryptography', 'Data Management', 'Database Administration', 'Database Application', 'Database Design', 'Databases', 'DevOps', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'Finance', 'Front-End Web Development', 'Full-Stack Web Development', 'HTML and CSS', 'Html', 'Human Computer Interaction', 'IBM Cloud', 'Interactive Design', 'Javascript', 'Kubernetes', 'Mathematical Theory & Analysis', 'Mathematics', 'Network Architecture', 'Network Model', 'Network Security', 'NoSQL', 'Operating Systems', 'Other Web Frameworks', 'Programming Principles', 'Python Programming', 'React (web framework)', 'SQL', 'Security Engineering', 'Software Architecture', 'Software As A Service', 'Software Engineering', 'Software Engineering Tools', 'Software Framework', 'Software Testing', 'Statistical Programming', 'System Programming', 'Systems Design', 'Theoretical Computer Science', 'Web', 'Web Design', 'Web Development']",https://d15cw65ipctsrr.cloudfront.net/18/2aa16c328a457cb910aa933bf2cd87/Professional-Certificate-Cloud-App.jpg,FALSE,/professional-certificates/ibm-full-stack-cloud-developer,s12n~PaymLStoEeuBuBIWkmAWww,This Professional Certificate will equip you with all the key skills and technical know-how to kickstart your career as,IBM Full Stack Software Developer
16,,"Get ahead with key business and technical skills
Offered by University of Virginia Darden School Foundation, and IBM",IBM & Darden Digital Strategy,"['http://coursera-university-assets.s3.amazonaws.com/e5/c8ace7570b47c7bf1c62ffda0fa5e6/Darden-Foundation-Logo_360x360.png', 'http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png']",FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,384770,"['University of Virginia Darden School Foundation', 'IBM']",English,SPECIALIZATION,16584,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.727894356,"['Analysis', 'Apache', 'Applied Machine Learning', 'Big Data', 'BlockChain', 'Business Analysis', 'Business Strategy', 'Cloud Computing', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'Computer Architecture', 'Computer Graphics', 'Computer Networking', 'Computer Programming', 'Computer Vision', 'Cryptography', 'Data Analysis', 'Data Management', 'Data Mining', 'Data Visualization', 'Data Warehousing', 'Databases', 'Deep Learning', 'Design and Product', 'DevOps', 'Entrepreneurship', 'Extract, Transform, Load', 'Finance', 'General Statistics', 'Human Computer Interaction', 'Interactive Design', 'Leadership and Management', 'Machine Learning', 'Machine Learning Algorithms', 'Market (Economics)', 'Market Research', 'Marketing', 'Network Architecture', 'Network Security', 'NoSQL', 'Operating Systems', 'Product Strategy', 'Research and Design', 'Sales', 'Security Engineering', 'Software Architecture', 'Software As A Service', 'Software Engineering', 'Software Framework', 'Statistical Analysis', 'Strategy', 'Strategy and Operations', 'System Programming', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/1e/9830d71e1d48ba8b883e3912b9a144/IBM-Digital-Strategy_Specialization_600x600b.jpg,FALSE,/specializations/digital-strategy,s12n~lEbibxe6EemaCA6FO7suWg,This Specialization was designed to combine the most current business research in digital transformation and strategy with the most up,IBM & Darden Digital Strategy
17,,"
Offered by IBM",IBM AI Foundations for Business,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,1-3 Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Turkish', 'Vietnamese']",Beginner,707192,['IBM'],English,SPECIALIZATION,61959,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'tr', 'vi']",4.688313239,"['Applied Machine Learning', 'Communication', 'Computer Vision', 'Data Analysis', 'Data Management', 'Data Mining', 'Database Administration', 'Databases', 'Deep Learning', 'Entrepreneurship', 'General Statistics', 'Leadership and Management', 'Machine Learning', 'Machine Learning Algorithms', 'Marketing', 'Probability & Statistics', 'Regression', 'Strategy and Operations']",https://d15cw65ipctsrr.cloudfront.net/bb/a0b5642d924caabb6101aa7e1afa66/IBM-AI-Foundations-for-Business.png,FALSE,/specializations/ibm-ai-foundations-for-business,s12n~zn_b0Y_lEeqE2Q5NANyNFw,This specialization will explain and describe the overall focus areas for business leaders considering AI-based solutions for business challenges,IBM AI Foundations for Business
18,,"Get hands-on skills for a career in data science
Offered by IBM",Applied Data Science,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Korean', 'Persian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Turkish', 'Vietnamese']",Beginner,520548,['IBM'],English,SPECIALIZATION,36620,"['ar', 'en', 'fr', 'de', 'it', 'ko', 'fa', 'pt', 'ru', 'es', 'tr', 'vi']",4.585636264,"['Algebra', 'Analysis', 'Business Analysis', 'Cloud API', 'Cloud Computing', 'Computational Logic', 'Computer Programming', 'Computer Programming Tools', 'Correlation And Dependence', 'Data Analysis', 'Data Management', 'Data Mining', 'Data Visualization', 'Databases', 'Econometrics', 'Exploratory Data Analysis', 'Extract, Transform, Load', 'General Statistics', 'Machine Learning', 'Mathematical Theory & Analysis', 'Mathematics', 'Plot (Graphics)', 'Probability & Statistics', 'Python Programming', 'Regression', 'SQL', 'Spreadsheet Software', 'Statistical Analysis', 'Statistical Machine Learning', 'Statistical Programming', 'Statistical Visualization', 'Theoretical Computer Science', 'Web']",https://d15cw65ipctsrr.cloudfront.net/8b/61b3208e9411e8bd0e199d89262fda/Applied_Data_Science.png,FALSE,/specializations/applied-data-science,s12n~gw6NIUimEeiedgp7b7p1Ig,This action-packed Specialization is for data science enthusiasts who want to acquire practical skills for real world data problems,Applied Data Science
19,,"Learn to Program and Analyze Data with Python
Offered by University of Michigan",Python for Everybody,['https://coursera-university-assets.s3.amazonaws.com/70/de505d47be7d3a063b51b6f856a6e2/New-Block-M-Stacked-Blue-295C_600x600.png'],TRUE,3+ Months,"['Arabic', 'Chinese (China)', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Turkish', 'Vietnamese']",Beginner,2756923,['University of Michigan'],English,SPECIALIZATION,247223,"['ar', 'zh', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'tr', 'vi']",4.814764807,"['Computational Logic', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Data Management', 'Data Structures', 'Database Administration', 'Database Application', 'Databases', 'Extract, Transform, Load', 'Javascript', 'Mathematical Theory & Analysis', 'Mathematics', 'Natural Language Processing', 'Programming Principles', 'Python Programming', 'SQL', 'Software Architecture', 'Software Engineering', 'Statistical Programming', 'Syntax', 'Theoretical Computer Science', 'Web', 'Web Development']",https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/python.jpg,FALSE,/specializations/python,s12n~F-h1g0w7EeWeOApO_l5R1w,This Specialization builds on the success of the Python for Everybody course and will introduce fundamental programming concepts including data,Python for Everybody
20,,,Google IT Automation with Python,['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,3+ Months,"['Arabic', 'Burmese', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Swedish', 'Telugu', 'Uzbek', 'Vietnamese']",Beginner,634406,['Google'],English,PROFESSIONAL CERTIFICATE,29155,"['ar', 'my', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'sv', 'te', 'uz', 'vi']",4.746767278,"['Application Development', 'Bash (Unix Shell)', 'Cloud Computing', 'Cloud Platforms', 'Computational Thinking', 'Computer Programming', 'Data Structures', 'Debugging', 'Github', 'Google Cloud Platform', 'Other Programming Languages', 'Programming Principles', 'Python Programming', 'Software Engineering', 'Software Engineering Tools', 'Software Testing', 'Statistical Programming', 'Theoretical Computer Science', 'Troubleshooting', 'Unix Shells']",https://d15cw65ipctsrr.cloudfront.net/10/94e64625eb4b41b05e66ed0e5bab30/Xavier-MI-Thompson-119.jpg,FALSE,/professional-certificates/google-it-automation,s12n~7_nEU3iaEeiVXgoT1iWlYg,"This beginner-level, six-course certificate, developed by Google, is designed to provide IT professionals with in-demand skills -- including",Google IT Automation with Python
21,,,IBM Cybersecurity Analyst,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,261316,['IBM'],English,PROFESSIONAL CERTIFICATE,13994,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.558617979,"['Application Development', 'Cloud Computing', 'Computer Architecture', 'Computer Networking', 'Computer Programming', 'Computer Security Incident Management', 'Cryptography', 'Cyberattacks', 'Data Management', 'Data Warehousing', 'Database Administration', 'Databases', 'DevOps', 'Distributed Computing Architecture', 'Finance', 'Human Computer Interaction', 'Mobile Development', 'Mobile Security', 'Network Architecture', 'Network Security', 'Networking Hardware', 'Operating Systems', 'Python Programming', 'Regulations and Compliance', 'SQL', 'Security', 'Security Engineering', 'Security Software', 'Security Strategy', 'Software Engineering', 'Software Security', 'Software Testing', 'Statistical Programming', 'System Security', 'Systems Design', 'Theoretical Computer Science', 'Threat']",https://d15cw65ipctsrr.cloudfront.net/67/6a8a23c93d424fa3a39138428681f3/Professional_Certificate_-_IBM_Cybersecurity_Analyst.png,FALSE,/professional-certificates/ibm-cybersecurity-analyst,s12n~pofy9I8EEeqAihIVddil_w,"A growing number of exciting, well-paying jobs in today?�s security industry do not require a college degree. This",IBM Cybersecurity Analyst
22,54,Offered by Stanford University,Machine Learning,['http://coursera-university-assets.s3.amazonaws.com/e8/7cc3d09d3f11e698dfff46d35f2da1/Stanford_Coursera_Logo.png'],FALSE,3+ Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Hebrew', 'Spanish', 'Hindi', 'Japanese']",Mixed,4768967,['Stanford University'],English,COURSE,169265,"['ar', 'fr', 'pt', 'zh', 'it', 'vi', 'de', 'ru', 'he', 'es', 'hi', 'ja', 'en']",4.912072785,"['General Statistics', 'Algorithms', 'Regression', 'Artificial Neural Networks', 'Computer Programming', 'Data Analysis', 'Computer Vision', 'Deep Learning', 'Natural Language Processing', 'Theoretical Computer Science', 'Differential Equations', 'Feature Engineering', 'Calculus', 'Linear Algebra', 'Mathematics', 'Distributed Computing Architecture', 'Support Vector Machine', 'Statistical Machine Learning', 'Econometrics', 'Dimensionality Reduction', 'Probability Distribution', 'Data Analysis Software', 'Computer Architecture', 'Other Programming Languages', 'Estimation', 'Applied Machine Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Probability & Statistics', 'Data Mining', 'Geostatistics']",https://s3.amazonaws.com/coursera/topics/ml/large-icon.png,TRUE,/learn/machine-learning,course~Gtv4Xb1-EeS-ViIACwYKVQ,"Machine learning is the science of getting computers to act without being explicitly programmed. In the past decade, machine learning",Machine Learning
23,,,Meta Social Media Marketing,['http://coursera-university-assets.s3.amazonaws.com/73/e03b13a8e44df9b19eb279e5506396/360-x-360.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Brazil)', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,236474,['Meta'],English,PROFESSIONAL CERTIFICATE,9608,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.841226062,"['Advertising', 'Brand Management', 'Budget Management', 'Business Communication', 'Communication', 'Computer Networking', 'Data Analysis', 'Database Administration', 'Databases', 'Digital Marketing', 'Entrepreneurship', 'Experiment', 'Finance', 'Influencing', 'Leadership and Management', 'Market Research', 'Marketing', 'Measurement', 'Media Market', 'Network Security', 'Probability & Statistics', 'Public Relations', 'Research and Design', 'Security Engineering', 'Security Strategy', 'Social Media', 'Social Media Marketing', 'Software Engineering', 'Software Security', 'Software Testing', 'Writing']",https://d15cw65ipctsrr.cloudfront.net/02/41460a29d744dfa39106941eae2e02/fb-specialization.png,FALSE,/professional-certificates/facebook-social-media-marketing,s12n~9kmimrDIEeqxzQqieMm42w,Whether you?�ve been tinkering with social media platforms for your business already or are completely new to the field,Meta Social Media Marketing
24,,"Launch your career in Cybersecurity
Offered by IBM",IT Fundamentals for Cybersecurity,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,249227,['IBM'],English,SPECIALIZATION,13022,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.555429274,"['Application Development', 'Cloud Computing', 'Computer Architecture', 'Computer Networking', 'Computer Security Incident Management', 'Cryptography', 'Cyberattacks', 'Data Management', 'Data Warehousing', 'Database Administration', 'Databases', 'Distributed Computing Architecture', 'Finance', 'Human Computer Interaction', 'Network Architecture', 'Network Security', 'Networking Hardware', 'Operating Systems', 'Regulations and Compliance', 'SQL', 'Security', 'Security Engineering', 'Software Engineering', 'Software Security', 'Software Testing', 'Statistical Programming', 'System Security', 'Systems Design', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/92/13ececb5a44bb7a15d6fb8d4d1433e/IT_Fund_for_Cyber_Specialist.png,FALSE,/specializations/it-fundamentals-cybersecurity,s12n~BmvywlfcEemhORKUyd0AzA,"There are a growing number of exciting, well-paying jobs in today?�s security industry that do not require a",IT Fundamentals for Cybersecurity
25,,,IBM Data Warehouse Engineer,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'Persian']",Beginner,284686,['IBM'],English,PROFESSIONAL CERTIFICATE,15984,"['ar', 'en', 'fa']",4.647935435,"['Apache', 'Big Data', 'Cloud Computing', 'Cloud Engineering', 'Computer Architecture', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Data Architecture', 'Data Management', 'Data Warehousing', 'Database Administration', 'Database Application', 'Database Design', 'Databases', 'DevOps', 'Distributed Computing Architecture', 'Extract, Transform, Load', 'Hardware Design', 'Network Security', 'PostgreSQL', 'Programming Principles', 'Project Management', 'Python Programming', 'SQL', 'Security Engineering', 'Security Strategy', 'Software Architecture', 'Software Engineering', 'Statistical Programming', 'Strategy and Operations', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/da/507477bbb74db4b7f98d1d50f15cbb/IBM-DW-Eng-PC-Coursera-Final-1-.png,FALSE,/professional-certificates/data-warehouse-engineering,s12n~tnAsTVN7Eeyw9wpa5mWM_w,This Professional Certificate is intended to help you develop the job-ready skills and portfolio for an entry-level Business,IBM Data Warehouse Engineer
26,,,IBM Applied AI,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,551762,['IBM'],English,PROFESSIONAL CERTIFICATE,35796,"['ar', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'vi']",4.627472343,"['Applied Machine Learning', 'Cloud API', 'Cloud Computing', 'Computational Logic', 'Computer Graphic Techniques', 'Computer Graphics', 'Computer Programming', 'Computer Vision', 'Data Management', 'Deep Learning', 'Extract, Transform, Load', 'IBM Cloud', 'Machine Learning', 'Machine Learning Algorithms', 'Mathematical Theory & Analysis', 'Mathematics', 'Python Programming', 'Software Engineering', 'Software Engineering Tools', 'Statistical Programming', 'Theoretical Computer Science', 'Web Development', 'Web Development Tools']",https://d15cw65ipctsrr.cloudfront.net/2d/c35b3f894a40b2bd4af2451b6daa8b/Professional-Certificate---Applied-AI.png,FALSE,/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,s12n~WvWoOoMoEembCA7TjU2XTA,"Artificial intelligence (AI) is transforming our world. Whether you?�re a student, a developer, or a technology consultant - understanding AI",IBM Applied AI
27,,"
Offered by IBM","DevOps, Cloud, and Agile Foundations",['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,95396,['IBM'],English,SPECIALIZATION,2410,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.761991701,"['Agile Software Development', 'BlockChain', 'Cloud Computing', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'Communication', 'Computer Architecture', 'Computer Graphics', 'Computer Networking', 'Computer Programming', 'Continuous Delivery', 'Continuous Integration', 'Cryptography', 'Design and Product', 'DevOps', 'Finance', 'Human Computer Interaction', 'Interactive Design', 'Leadership and Management', 'Network Architecture', 'Network Security', 'Operating Systems', 'Product Design', 'Project Management', 'Security Engineering', 'Software', 'Software Architecture', 'Software As A Service', 'Software Engineering', 'Software Framework', 'Software Testing', 'Strategy and Operations', 'System Programming', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/ce/71671508c84602b9d6d23ce86e2d7d/DevOps-Cloud-Agile-Specialization-Final.jpg,FALSE,/specializations/devops-cloud-and-agile-foundations,s12n~KeAVq1krEeyZuhJYLGV9vw,DevOps is more than just a fusion of development and operations. It is the cultural change that organizations everywhere are,"DevOps, Cloud, and Agile Foundations"
28,12,Offered by Google,"Foundations: Data, Data, Everywhere",['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-3 Months,[],Beginner,808415,['Google'],English,COURSE,38625,['en'],4.79992233,"['Statistical Visualization', 'Plot (Graphics)', 'Business Analysis', 'Data Analysis', 'Analysis', 'Leadership and Management', 'Entrepreneurship', 'Software Engineering', 'Spreadsheet Software', 'Data Management', 'Spreadsheet', 'General Statistics', 'Experiment', 'SQL', 'Econometrics', 'Decision Making', 'Statistical Analysis', 'Databases', 'Product Design', 'Data Visualization', 'Probability & Statistics', 'Design and Product', 'Statistical Programming', 'Application Development', 'Data-Informed Decision-Making']",https://s3.amazonaws.com/coursera-course-photos/df/e433cd5a284a98a62a5be7b4756c42/coursera1.jpg,FALSE,/learn/foundations-data,course~kvb6uMbTEeqZOA5eKDHL-w,This is the first course in the Google Data Analytics Certificate. These courses will equip you with the skills you,"Foundations: Data, Data, Everywhere"
